Time,Region,Entity,N95s/KN95s,Masks,Gowns,Gloves,Ventilators
5/26/2020,Western Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",88478,86597,29062,156980,0
5/26/2020,Western Massachusetts,Public safety (30-day supply),33015,0,0,0,0
5/26/2020,Western Massachusetts,EMS (Private),9400,10900,1102,30400,0
5/26/2020,Western Massachusetts,Local BOH,2805,11600,300,5000,0
5/26/2020,Western Massachusetts,State agency,300,2300,150,3400,0
5/26/2020,Western Massachusetts,Other (e.g. home and pediatric care),28109,131350,12063,160650,0
5/26/2020,Western Massachusetts,Total,258507,467497,73589,467630,60
5/26/2020,Central Massachusetts,Nursing home/Senior living,51900,123000,12834,102200,0
5/26/2020,Central Massachusetts,Hospital,23120,13600,5106,2200,83
5/26/2020,Central Massachusetts,Community health center,9980,26200,2678,16000,0
5/26/2020,Central Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",75835,51534,28964,245850,0
5/26/2020,Central Massachusetts,Public safety (30-day supply),14450,0,0,0,0
5/26/2020,Central Massachusetts,EMS (Private),3800,3300,900,5000,0
5/26/2020,Central Massachusetts,Local BOH,1700,7000,90,11000,0
5/26/2020,Central Massachusetts,State agency,0,2300,0,400,0
5/26/2020,Central Massachusetts,Other (e.g. home and pediatric care),35689,159333,17270,519800,0
5/26/2020,Central Massachusetts,Total,216474,386267,67842,902450,83
5/26/2020,Metro Boston,Nursing home/Senior living,23370,72950,8006,40300,0
5/26/2020,Metro Boston,Hospital,39110,45500,9580,89700,204
5/26/2020,Metro Boston,Community health center,9960,16700,4230,20900,0
5/26/2020,Metro Boston,"Local Municipalities (e.g. Fire, Police, Public EMS)",47169,19200,12970,261120,0
5/26/2020,Metro Boston,Public safety (30-day supply),6455,0,0,0,0
5/26/2020,Metro Boston,EMS (Private),5000,0,0,0,0
5/26/2020,Metro Boston,Local BOH,3720,1000,300,6000,0
5/26/2020,Metro Boston,State agency,1200,1050,348,22400,0
5/26/2020,Metro Boston,Other (e.g. home and pediatric care),19290,75250,7772,188172,0
5/26/2020,Metro Boston,Total,155274,231650,43206,628592,204
5/26/2020,Northeastern Massachusetts,Nursing home/Senior living,45705,115900,11336,121200,0
5/26/2020,Northeastern Massachusetts,Hospital,29730,32800,2242,11600,117
5/26/2020,Northeastern Massachusetts,Community health center,2640,3300,396,5000,0
5/26/2020,Northeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",43625,47858,13701,245300,0
5/26/2020,Northeastern Massachusetts,Public safety (30-day supply),32820,0,0,0,0
5/26/2020,Northeastern Massachusetts,EMS (Private),2000,6900,120,10200,0
5/26/2020,Northeastern Massachusetts,Local BOH,2720,6000,80,9200,0
5/26/2020,Northeastern Massachusetts,State agency,0,0,400,0,0
5/26/2020,Northeastern Massachusetts,Other (e.g. home and pediatric care),25325,124905,11609,211832,0
5/26/2020,Northeastern Massachusetts,Total,184565,337663,39884,614332,117
5/26/2020,State agency,Nursing home/Senior living,0,0,0,0,0
5/26/2020,State agency,Hospital,0,0,0,0,0
5/26/2020,State agency,Community health center,0,0,0,0,0
5/26/2020,State agency,"Local Municipalities (e.g. Fire, Police, Public EMS)",0,0,0,0,0
5/26/2020,State agency,Public safety (30-day supply),0,0,0,0,0
5/26/2020,State agency,EMS (Private),0,0,0,0,0
5/26/2020,State agency,Local BOH,0,0,0,0,0
5/26/2020,State agency,State agency,85892,412786,85168,2202380,0
5/26/2020,State agency,Other (e.g. home and pediatric care),0,2000,240,0,0
5/26/2020,State agency,Total,85892,414786,85408,2202380,0
5/27/2020,Region,Entity,N95s/KN95s,Masks,Gowns,Gloves,Ventilators
5/27/2020,Massachusetts,Nursing home/Senior living,366965,835700,111564,774800,0
5/27/2020,Massachusetts,Hospital,249540,226400,56946,201700,679
5/27/2020,Massachusetts,Community health center,71050,96100,19229,90900,0
5/27/2020,Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",466768,381946,147457,1402422,0
5/27/2020,Massachusetts,Public safety (30-day supply),167325,0,0,0,0
5/27/2020,Massachusetts,EMS (Private),35380,42300,2548,57600,0
5/27/2020,Massachusetts,Local BOH,15205,47100,1326,56800,0
5/27/2020,Massachusetts,State agency,95765,431936,106836,2349580,0
5/27/2020,Massachusetts,Other (e.g. home and pediatric care),245617,1093298,130664,2163892,0
5/27/2020,Massachusetts,Total,1713615,3154780,576570,7097694,679
5/27/2020,Southeastern Massachusetts,Nursing home/Senior living,85820,179500,30956,230600,0
5/27/2020,Southeastern Massachusetts,Hospital,58800,42800,11240,55000,79
5/27/2020,Southeastern Massachusetts,Community health center,11150,17400,485,12400,0
5/27/2020,Southeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",93401,90855,36642,288620,0
5/27/2020,Southeastern Massachusetts,Public safety (30-day supply),37800,0,0,0,0
5/27/2020,Southeastern Massachusetts,EMS (Private),3860,4600,186,8000,0
5/27/2020,Southeastern Massachusetts,Local BOH,2460,6000,396,16400,0
5/27/2020,Southeastern Massachusetts,State agency,3870,4800,2240,18100,0
5/27/2020,Southeastern Massachusetts,Other (e.g. home and pediatric care),56933,297880,39029,569088,0
5/27/2020,Southeastern Massachusetts,Total,354094,643835,121174,1198208,79
5/27/2020,Metro West,Nursing home/Senior living,106810,198000,29230,189900,0
5/27/2020,Metro West,Hospital,62620,29400,18774,43200,136
5/27/2020,Metro West,Community health center,30440,14350,9354,14000,0
5/27/2020,Metro West,"Local Municipalities (e.g. Fire, Police, Public EMS)",112906,85852,25978,189252,0
5/27/2020,Metro West,Public safety (30-day supply),42785,0,0,0,0
5/27/2020,Metro West,EMS (Private),11320,16600,240,4000,0
5/27/2020,Metro West,Local BOH,1800,15500,160,9200,0
5/27/2020,Metro West,State agency,2303,5800,3470,18500,0
5/27/2020,Metro West,Other (e.g. home and pediatric care),78871,295980,40841,509550,0
5/27/2020,Metro West,Total,449855,661482,128047,977602,136
5/27/2020,Western Massachusetts,Nursing home/Senior living,53360,146350,19202,90600,0
5/27/2020,Western Massachusetts,Hospital,36160,62300,10004,0,60
5/27/2020,Western Massachusetts,Community health center,6880,16100,2066,20600,0
5/27/2020,Western Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",89078,86597,29062,156980,0
5/27/2020,Western Massachusetts,Public safety (30-day supply),33015,0,0,0,0
5/27/2020,Western Massachusetts,EMS (Private),9400,10900,1102,30400,0
5/27/2020,Western Massachusetts,Local BOH,2805,11600,300,5000,0
5/27/2020,Western Massachusetts,State agency,300,2300,150,3400,0
5/27/2020,Western Massachusetts,Other (e.g. home and pediatric care),28109,131450,12063,160950,0
5/27/2020,Western Massachusetts,Total,259107,467597,73949,467930,60
5/27/2020,Central Massachusetts,Nursing home/Senior living,51900,123000,12834,102200,0
5/27/2020,Central Massachusetts,Hospital,23120,13600,5106,2200,83
5/27/2020,Central Massachusetts,Community health center,9980,26250,2698,16000,0
5/27/2020,Central Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",76855,51584,29104,246150,0
5/27/2020,Central Massachusetts,Public safety (30-day supply),14450,0,0,0,0
5/27/2020,Central Massachusetts,EMS (Private),3800,3300,900,5000,0
5/27/2020,Central Massachusetts,Local BOH,1700,7000,90,11000,0
5/27/2020,Central Massachusetts,State agency,2000,4300,800,400,0
5/27/2020,Central Massachusetts,Other (e.g. home and pediatric care),36729,163333,18390,523000,0
5/27/2020,Central Massachusetts,Total,220534,392367,69922,905950,83
5/27/2020,Metro Boston,Nursing home/Senior living,23370,72950,8006,40300,0
5/27/2020,Metro Boston,Hospital,39110,45500,9580,89700,204
5/27/2020,Metro Boston,Community health center,9960,18700,4230,22900,0
5/27/2020,Metro Boston,"Local Municipalities (e.g. Fire, Police, Public EMS)",49053,19200,12970,276120,0
5/27/2020,Metro Boston,Public safety (30-day supply),6455,0,0,0,0
5/27/2020,Metro Boston,EMS (Private),5000,0,0,0,0
5/27/2020,Metro Boston,Local BOH,3720,1000,300,6000,0
5/27/2020,Metro Boston,State agency,1200,1050,348,22400,0
5/27/2020,Metro Boston,Other (e.g. home and pediatric care),19290,75750,7772,189472,0
5/27/2020,Metro Boston,Total,157158,234150,43206,646892,204
5/27/2020,Northeastern Massachusetts,Nursing home/Senior living,45705,115900,11336,121200,0
5/27/2020,Northeastern Massachusetts,Hospital,29730,32800,2242,11600,117
5/27/2020,Northeastern Massachusetts,Community health center,2640,3300,396,5000,0
5/27/2020,Northeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",45475,47858,13701,245300,0
5/27/2020,Northeastern Massachusetts,Public safety (30-day supply),32820,0,0,0,0
5/27/2020,Northeastern Massachusetts,EMS (Private),2000,6900,120,10200,0
5/27/2020,Northeastern Massachusetts,Local BOH,2720,6000,80,9200,0
5/27/2020,Northeastern Massachusetts,State agency,0,0,400,0,0
5/27/2020,Northeastern Massachusetts,Other (e.g. home and pediatric care),25685,126905,12329,211832,0
5/27/2020,Northeastern Massachusetts,Total,186775,339663,40604,614332,117
5/27/2020,State agency,Nursing home/Senior living,0,0,0,0,0
5/27/2020,State agency,Hospital,0,0,0,0,0
5/27/2020,State agency,Community health center,0,0,0,0,0
5/27/2020,State agency,"Local Municipalities (e.g. Fire, Police, Public EMS)",0,0,0,0,0
5/27/2020,State agency,Public safety (30-day supply),0,0,0,0,0
5/27/2020,State agency,EMS (Private),0,0,0,0,0
5/27/2020,State agency,Local BOH,0,0,0,0,0
5/27/2020,State agency,State agency,86092,413686,99428,2286780,0
5/27/2020,State agency,Other (e.g. home and pediatric care),0,2000,240,0,0
5/27/2020,State agency,Total,86092,415686,99668,2286780,0
